iter,split,loss,lr,cpsnr,psnr,ssim,time
1,train,0.114353,2.000e-04,,,,1.5
2,train,0.086183,2.000e-04,,,,2.0
3,train,0.066600,2.000e-04,,,,2.4
4,train,0.064271,2.000e-04,,,,2.9
5,train,0.051658,2.000e-04,,,,3.4
6,train,0.046877,2.000e-04,,,,3.9
7,train,0.042341,1.999e-04,,,,4.4
8,train,0.041926,1.999e-04,,,,4.9
9,train,0.041482,1.999e-04,,,,5.3
10,train,0.036614,1.998e-04,,,,5.8
11,train,0.035696,1.998e-04,,,,6.2
12,train,0.033201,1.998e-04,,,,6.8
13,train,0.028124,1.997e-04,,,,7.3
14,train,0.035232,1.997e-04,,,,7.7
15,train,0.024508,1.996e-04,,,,8.2
16,train,0.028809,1.996e-04,,,,8.7
17,train,0.029359,1.995e-04,,,,9.2
18,train,0.031363,1.994e-04,,,,9.6
19,train,0.028236,1.994e-04,,,,10.1
20,train,0.023871,1.993e-04,,,,10.6
21,train,0.023288,1.992e-04,,,,11.1
22,train,0.023187,1.991e-04,,,,11.6
23,train,0.022417,1.990e-04,,,,12.1
24,train,0.019190,1.990e-04,,,,12.6
25,train,0.018522,1.989e-04,,,,13.1
26,train,0.022757,1.988e-04,,,,13.6
27,train,0.037688,1.987e-04,,,,14.1
28,train,0.023430,1.986e-04,,,,14.7
29,train,0.018519,1.985e-04,,,,15.1
30,train,0.022564,1.983e-04,,,,15.6
31,train,0.023775,1.982e-04,,,,16.1
32,train,0.020640,1.981e-04,,,,16.6
33,train,0.022536,1.980e-04,,,,17.1
34,train,0.022512,1.979e-04,,,,17.6
35,train,0.015832,1.977e-04,,,,18.1
36,train,0.025871,1.976e-04,,,,18.6
37,train,0.017513,1.975e-04,,,,19.2
38,train,0.021001,1.973e-04,,,,19.7
39,train,0.019362,1.972e-04,,,,20.2
40,train,0.024445,1.970e-04,,,,20.8
41,train,0.021776,1.969e-04,,,,21.3
42,train,0.025591,1.967e-04,,,,21.8
43,train,0.024096,1.965e-04,,,,22.3
44,train,0.027411,1.964e-04,,,,22.9
45,train,0.011637,1.962e-04,,,,23.4
46,train,0.018725,1.960e-04,,,,23.9
47,train,0.018784,1.959e-04,,,,24.4
48,train,0.026462,1.957e-04,,,,24.9
49,train,0.021379,1.955e-04,,,,25.4
50,train,0.020465,1.953e-04,,,,25.9
51,train,0.018269,1.951e-04,,,,26.5
52,train,0.023022,1.949e-04,,,,27.0
53,train,0.012324,1.947e-04,,,,27.6
54,train,0.019633,1.945e-04,,,,28.0
55,train,0.015986,1.943e-04,,,,28.5
56,train,0.019442,1.941e-04,,,,29.0
57,train,0.017977,1.939e-04,,,,29.6
58,train,0.024271,1.937e-04,,,,30.2
59,train,0.016379,1.934e-04,,,,30.7
60,train,0.015353,1.932e-04,,,,31.2
61,train,0.017870,1.930e-04,,,,31.8
62,train,0.013338,1.927e-04,,,,32.2
63,train,0.017546,1.925e-04,,,,32.8
64,train,0.015796,1.923e-04,,,,33.3
65,train,0.014956,1.920e-04,,,,33.9
66,train,0.016981,1.918e-04,,,,34.3
67,train,0.024395,1.915e-04,,,,34.8
68,train,0.015292,1.913e-04,,,,35.3
69,train,0.017052,1.910e-04,,,,35.9
70,train,0.022546,1.907e-04,,,,36.4
71,train,0.027361,1.905e-04,,,,36.9
72,train,0.017789,1.902e-04,,,,37.5
73,train,0.019870,1.899e-04,,,,37.9
74,train,0.022030,1.897e-04,,,,38.4
75,train,0.009433,1.894e-04,,,,39.0
76,train,0.015854,1.891e-04,,,,39.5
77,train,0.017676,1.888e-04,,,,40.1
78,train,0.020763,1.885e-04,,,,40.6
79,train,0.016805,1.882e-04,,,,41.0
80,train,0.014447,1.879e-04,,,,41.6
81,train,0.013985,1.876e-04,,,,42.2
82,train,0.019696,1.873e-04,,,,42.7
83,train,0.016331,1.870e-04,,,,43.2
84,train,0.015771,1.867e-04,,,,43.8
85,train,0.012035,1.864e-04,,,,44.3
86,train,0.015309,1.861e-04,,,,44.8
87,train,0.016751,1.858e-04,,,,45.3
88,train,0.017756,1.854e-04,,,,45.9
89,train,0.020630,1.851e-04,,,,46.4
90,train,0.013618,1.848e-04,,,,46.9
91,train,0.011022,1.844e-04,,,,47.4
92,train,0.013740,1.841e-04,,,,47.9
93,train,0.011838,1.838e-04,,,,48.4
94,train,0.014828,1.834e-04,,,,49.0
95,train,0.015518,1.831e-04,,,,49.5
96,train,0.014587,1.827e-04,,,,50.0
97,train,0.023748,1.824e-04,,,,50.6
98,train,0.009257,1.820e-04,,,,51.1
99,train,0.011400,1.816e-04,,,,51.6
100,train,0.013696,1.813e-04,,,,52.1
101,train,0.020436,1.809e-04,,,,52.7
102,train,0.015132,1.805e-04,,,,53.2
103,train,0.017526,1.802e-04,,,,53.7
104,train,0.023464,1.798e-04,,,,54.2
105,train,0.016003,1.794e-04,,,,54.7
106,train,0.016177,1.790e-04,,,,55.3
107,train,0.018207,1.786e-04,,,,55.8
108,train,0.018676,1.782e-04,,,,56.3
109,train,0.019542,1.778e-04,,,,56.8
110,train,0.015613,1.775e-04,,,,57.3
111,train,0.016758,1.771e-04,,,,57.8
112,train,0.013118,1.766e-04,,,,58.3
113,train,0.013351,1.762e-04,,,,58.8
114,train,0.015101,1.758e-04,,,,59.4
115,train,0.011136,1.754e-04,,,,59.9
116,train,0.009225,1.750e-04,,,,60.4
117,train,0.018606,1.746e-04,,,,60.9
118,train,0.020566,1.742e-04,,,,61.4
119,train,0.018461,1.738e-04,,,,61.9
120,train,0.007786,1.733e-04,,,,62.4
121,train,0.015265,1.729e-04,,,,62.9
122,train,0.020839,1.725e-04,,,,63.4
123,train,0.013634,1.720e-04,,,,64.0
124,train,0.016442,1.716e-04,,,,64.4
125,train,0.010621,1.712e-04,,,,64.9
126,train,0.020612,1.707e-04,,,,65.4
127,train,0.029593,1.703e-04,,,,66.0
128,train,0.012059,1.698e-04,,,,66.5
129,train,0.016316,1.694e-04,,,,67.0
130,train,0.013298,1.689e-04,,,,67.5
131,train,0.020220,1.685e-04,,,,68.0
132,train,0.012798,1.680e-04,,,,68.5
133,train,0.012576,1.675e-04,,,,69.0
134,train,0.011588,1.671e-04,,,,69.5
135,train,0.013069,1.666e-04,,,,70.0
136,train,0.023695,1.661e-04,,,,70.6
137,train,0.014558,1.657e-04,,,,71.1
138,train,0.018097,1.652e-04,,,,71.6
139,train,0.022393,1.647e-04,,,,72.1
140,train,0.017459,1.642e-04,,,,72.7
141,train,0.020112,1.637e-04,,,,73.2
142,train,0.018487,1.633e-04,,,,73.7
143,train,0.014997,1.628e-04,,,,74.2
144,train,0.015917,1.623e-04,,,,74.8
145,train,0.009076,1.618e-04,,,,75.3
146,train,0.012774,1.613e-04,,,,75.8
147,train,0.017416,1.608e-04,,,,76.3
148,train,0.024045,1.603e-04,,,,76.8
149,train,0.023478,1.598e-04,,,,77.3
150,train,0.007917,1.593e-04,,,,77.8
151,train,0.007835,1.588e-04,,,,78.4
152,train,0.021272,1.583e-04,,,,78.9
153,train,0.015042,1.578e-04,,,,79.5
154,train,0.017188,1.572e-04,,,,80.0
155,train,0.010897,1.567e-04,,,,80.4
156,train,0.020774,1.562e-04,,,,81.0
